Id,title,abstract_processed,authors
887,Host protein CD63 enhances viral RNA replication by interacting with human astrovirus nonstructural protein nsP1a/4 2,"abstracthuman astrovirus nonstructural protein nsp1a/4, located at the c-terminal end of 17 nsp1a, is thought to be involved in the regulation of rna replication and capsid 18 maturation;however, its rolesviral growth and virulence are not well understood. 19 we investigated the intracellular host proteins that interact with nsp1a and 20 explored the potential roles of the interaction in the pathogenesis of human 21 astrovirus infection. we screened 14 independent proteins with a cdna library 22 a nonstructural protein located at the c-terminal end of the human astrovirus 38 nsp1a polyprotein, interacts with the host protein cd63. over expression of 39 cd63 promoted viral rna replication, whereas knockdown of cd63 decreased 40 virus rna replication, indicating that cd63 plays a critical role in the human 41 astrovirus life cycle. 42 43 keywords: human astrovirus, hastv, protein-protein interaction, nsp1a, 44 nsp1a/4, cd63, virus replication 45 46 author/funder. all rights reserved. no reuse allowed without permission. the copyright holder for this preprint (which was not peer-reviewed) is the .  doi: biorxiv preprint viruses are obligate intracellular pathogens thatutilize host-cell machinery to 47 infect cells, replicate themselves, and then exit the cells for another round of 48 infection. human astroviruses (hastvs) are a group of non-enveloped, 49 single-stranded, and positive-sense rna viruses in the family astroviridae. 50 hastvs are causative agents of viral diarrhea in young children, 51 immunocompromised patients, and elderly individuals (1-5). the astrovirus 52 genome has three open reading frames (orfs); orf1a and orf1b encode two 53 nonstructural polyproteins (nsps), and orf2 encodes the capsid protein (6). the 54 nsp1a polyprotein, transcribed from orf1a, is involved in viral transcription 55 and replication. when hastv infects a host cell, nsp1a is cleaved into at least 56 four products, named nsp1a/1, nsp1a/2, nsp1a/3 (protease), and nsp1a/4. the 57 nsp1a/4 protein is located at the c-terminal end of nsp1a.several domains have 58 been identified in nsp1a/4, including two coiled-coil regions, a death domain 59 (dd), a nuclear localization signal (nls), a putative viral genome-linked 60 protein(vpg), and a hypervariable region (hvr)(7-12). it was confirmed that 61 nsp1a/4 plays important roles in the activation of capsid maturation and the 62 regulation of rna replication (13, 14). to better understand the roles of nsp1a 63 and nsp1a/4 in hastv infection and replication, we characterized host proteins 64that interact with nsp1a or nsp1a/4 by utilizing a yeast two-hybrid approach. we 65 identified at least 14 host proteins that could bind to nsp1a, one of which was 66 cd63.cd63, a member of the tetraspan transmembrane protein family, is a 68 author/funder. all rights reserved. no reuse allowed without permission.","Wei Zhao, Nian Liu, Xiao Li, Tao , Chun Hong Zheng, Yu Xiang,  Li,  Manyu, Yong Gang Li"
6778,micromachines Recent Advances in AIV Biosensors Composed of Nanobio Hybrid Material,"abstractsince the beginning of the 2000s, globalization has accelerated because of the development of transportation systems that allow for human and material exchanges throughout the world. however, this globalization has brought with it the rise of various pathogenic viral agents, such as middle east respiratory syndrome coronavirus (mers-cov), severe acute respiratory syndrome coronavirus (sars-cov), zika virus, and dengue virus. in particular, avian influenza virus (aiv) is highly infectious and causes economic, health, ethnical, and social problems to human beings, which has necessitated the development of an ultrasensitive and selective rapid-detection system of aiv. to prevent the damage associated with the spread of aiv, early detection and adequate treatment of aiv is key. there are traditional techniques that have been used to detect aiv in chickens, ducks, humans, and other living organisms. however, the development of a technique that allows for the more rapid diagnosis of aiv is still necessary. to achieve this goal, the present article reviews the use of an aiv biosensor employing nanobio hybrid materials to enhance the sensitivity and selectivity of the technique while also reducing the detection time and high-throughput process time. this review mainly focused on four techniques: the electrochemical detection system, electrical detection method, optical detection methods based on localized surface plasmon resonance, and fluorescence.","Taek Lee, Jae-Hyuk Ahn, Sun Yong Park, Ga-Hyeon Kim, Jeonghyun Kim, Tae-Hyung Kim, Inho Nam, Chulhwan Park, Min-Ho Lee"
10035,molecules Novel Antiretroviral Structures from Marine Organisms,"abstractin spite of significant advancements and success in antiretroviral therapies directed against hiv infection, there is no cure for hiv, which scan persist in a human body in its latent form and become reactivated under favorable conditions. therefore, novel antiretroviral drugs with different modes of actions are still a major focus for researchers. in particular, novel lead structures are being sought from natural sources. so far, a number of compounds from marine organisms have been identified as promising therapeutics for hiv infection. therefore, in this paper, we provide an overview of marine natural products that were first identified in the period between 2013 and 2018 that could be potentially used, or further optimized, as novel antiretroviral agents. this pipeline includes the systematization of antiretroviral activities for several categories of marine structures including chitosan and its derivatives, sulfated polysaccharides, lectins, bromotyrosine derivatives, peptides, alkaloids, diterpenes, phlorotannins, and xanthones as well as adjuvants to the haart therapy such as fish oil. we critically discuss the structures and activities of the most promising new marine anti-hiv compounds.","Karlo Wittine, Lara Saftić, Željka Peršurić, Sandra Kraljević Pavelić"
5130,Profiling of cellular proteins in porcine reproductive and respiratory syndrome virus virions by proteomics analysis,"abstractbackground: porcine reproductive and respiratory syndrome virus (prrsv) is an enveloped virus, bearing severe economic consequences to the swine industry worldwide. previous studies on enveloped viruses have shown that many incorporated cellular proteins associated with the virion's membranes that might play important roles in viral infectivity. in this study, we sought to proteomically profile the cellular proteins incorporated into or associated with the virions of a highly virulent prrsv strain gdby1, and to provide foundation for further investigations on the roles of incorporated/associated cellular proteins on prrsv's infectivity. results: in our experiment, sixty one cellular proteins were identified in highly purified prrsv virions by twodimensional gel electrophoresis coupled with mass spectrometric approaches. the identified cellular proteins could be grouped into eight functional categories including cytoskeletal proteins, chaperones, macromolecular biosynthesis proteins, metabolism-associated proteins, calcium-dependent membrane-binding proteins and other functional proteins. among the identified proteins, four have not yet been reported in other studied envelope viruses, namely, guanine nucleotide-binding proteins, tyrosine 3-monooxygenase/tryptophan 5-monooxygenase, peroxiredoxin 1 and galectin-1 protein. the presence of five selected cellular proteins (i.e., β-actin, tubulin, annexin a2, heat shock protein hsp27, and calcium binding proteins s100) in the highly purified prrsv virions was validated by western blot and immunogold labeling assays.conclusions: taken together, the present study has demonstrated the incorporation of cellular proteins in prrsv virions, which provides valuable information for the further investigations for the effects of individual cellular proteins on the viral replication, assembly, and pathogenesis.","Chengwen Zhang, Chunyi Xue, Yan Li, Qingming Kong, Xiangpeng Ren, Xiaoming Li, Dingming Shu, Yingzuo Bi, Yongchang Cao"
8462,Debate around infection-dependent hemophagocytic syndrome in paediatrics,"abstractbackground: hemophagocytic syndrome (hps) is clinically defined as a combination of fever, liver dysfunction, coagulation abnormalities, pancytopenia, progressive macrophage proliferation throughout the reticuloendothelial system, and cytokine over-production, and may be primary or secondary to infectious, auto-immune, and tumoral diseases. the most consistent association is with viral infections but, as it is still debated whether any micro-organisms are involved in its pathogenesis, we critically appraised the literature concerning hps and its relationship with infections.discussion: infection-dependent hps has been widely observed, but there are no data concerning its incidence in children. a better understanding of the pathophysiology of hps may clarify the interactions between the immune system and the variously implicated potential infectious agents. epstein-barr virus (ebv) infection has been prominently associated with hps, with clonal proliferation and the hyperactivation of ebv-infected t cells. however, a number of other viral, bacterial, fungal, and parasitic infections have been reported in association with hps. in the case of low-risk hps, corticosteroids and/or intravenous immunoglobulin or cyclosporine a may be sufficient to control the biological process, but etoposide is recommended as a means of reversing infection-dependent lymphohistiocytic dysregulation in high-risk cases.","Valentina Ansuini, Donato Rigante, Susanna Esposito"
8653,Analysis of Intraviral Protein-Protein Interactions of the SARS Coronavirus ORFeome,"abstractthe severe acute respiratory syndrome coronavirus (sars-cov) genome is predicted to encode 14 functional open reading frames, leading to the expression of up to 30 structural and non-structural protein products. the functions of a large number of viral orfs are poorly understood or unknown. in order to gain more insight into functions and modes of action and interaction of the different proteins, we cloned the viral orfeome and performed a genome-wide analysis for intraviral protein interactions and for intracellular localization. 900 pairwise interactions were tested by yeast-two-hybrid matrix analysis, and more than 65 positive non-redundant interactions, including six self interactions, were identified. about 38% of interactions were subsequently confirmed by coip in mammalian cells. nsp2, nsp8 and orf9b showed a wide range of interactions with other viral proteins. nsp8 interacts with replicase proteins nsp2, nsp5, nsp6, nsp7, nsp8, nsp9, nsp12, nsp13 and nsp14, indicating a crucial role as a major player within the replication complex machinery. it was shown by others that nsp8 is essential for viral replication in vitro, whereas nsp2 is not. we show that also accessory protein orf9b does not play a pivotal role for viral replication, as it can be deleted from the virus displaying normal plaque sizes and growth characteristics in vero cells. however, it can be expected to be important for the virus-host interplay and for pathogenicity, due to its large number of interactions, by enhancing the global stability of the sars proteome network, or play some unrealized role in regulating protein-protein interactions. the interactions identified provide valuable material for future studies. citation: von brunn a, teepe c, simpson jc, pepperkok r, friedel cc, et al (2007) analysis of intraviral protein-protein interactions of the sars coronavirus orfeome. plos one 2(5): e459.","Albrecht Von Brunn, Carola Teepe, Jeremy C Simpson, Rainer Pepperkok, Caroline C Friedel, Ralf Zimmer, Rhonda Roberts, Ralph Baric, Jü Rgen Haas"
9915,Identification of Neutralizing Monoclonal Antibodies Targeting Novel Conformational Epitopes of the Porcine Epidemic Diarrhoea Virus Spike Protein,"abstract, by the generation of neutralizing monoclonal antibodies (nmabs). two nmabs, p4b-1, and e10e-1-10 that recognized the ectodomain of the full-length recombinant pedv s protein and exhibited neutralizing ability against the pedv-pt virus were selected. recombinant truncated s proteins were used to identify the target sequences for the nmabs and p4b-1 was shown to recognize the c-terminus of co-26k equivalent epitope (coe) at amino acids (a.a.) 575-639 of the pedv s. interestingly, e10e-1-10 could recognize a novel neutralizing epitope at a.a. 435-485 within the s1 a domain of the pedv s protein, whose importance and function are yet to be determined. moreover, both nmabs could not bind to linearized s proteins, indicating that only conformational epitopes are recognized. this data could improve our understanding of the antigenic structures of the pedv s protein and facilitate future development of novel epitope-based vaccines.porcine epidemic diarrhoea virus (pedv) causes porcine epidemic diarrhoea (ped), a highly contagious disease characterized by acute watery diarrhoea, vomiting, and dehydration, and with a high mortality rate particularly in suckling piglets 1,2 . the first outbreak of ped was recorded in the european and asian swine industries in the early 1970s and then spread to many countries 3,4 . in 2010, novel and highly virulent pedv strains were identified in china, which later spread to several countries 1,5,6 . these new variants of pedv have caused high morbidity and mortality in neonatal piglets, resulting in serious economic loss to the swine industry 1,7 . thus, there is an urgent need for in-depth and comprehensive studies on the antigenicity and immunogenicity of pedvs in order to facilitate disease control and eradication.pedv is a single-stranded rna virus, approximately 28 kb in size, which belongs to the genus alphacoronavirus 8 . the pedv genome comprises of seven open reading frames (orfs) that encode for non-structural proteins responsible for viral genome replication and transcription, as well as four structural proteins, namely spike (s), envelope (e), membrane (m), and nucleocapsid (n) proteins 8,9 . among the structural proteins, the s glycoprotein plays a critical role in host affinity, virus-cell recognition, membrane fusion and entry 1,10,11 . moreover, it contains multiple neutralizing epitopes that make it a suitable target for vaccines designed to neutralize pedvs 12-14 .several neutralizing epitopes have been identified on the s protein of the pedvs such as the co-26k equivalent epitope (coe epitope) 12 , the antigen epitope motif recognized by the monoclonal antibody (mab) 2c10 at the c-terminal end of the s protein 13 , and a neutralizing epitope named s1d 14,15 . recently, five core cell attachment domains of the pedv s1 protein, s1 0 , s1 a , s1 b , s1 c , and s1 d , were proposed based on the three-dimensional structures cryo-em of alphacoronaviruses 16,17 . the proposed s1 0 domain has a sialic acid binding domain 10 . the s1 b domain is a common location for receptor binding in coronaviruses and can be a potential neutralizing target for the new pedv variant capable of eliciting the production of cross-neutralizing antibodies against different pedv strains 17 . furthermore, several linear b-cell epitopes of pedv overlapping with s1d have been shown to neutralize both the historic strain as well as the new variant pedv strains 18 . till date, no neutralizing epitope has been identified in the s1 a domain of the historic or the new pedv variant strains.to understand the antigenicity of pedv, we generated a panel of neutralizing mabs (nmabs) by immunizing balb/c mice with inactivated pedv viral particles. the neutralizing epitopes of the pedv-pt s protein, recognized by two of the nmabs, were characterized using a series of c-terminal truncated recombinant pedv-pt s proteins under native and denaturing conditions. this approach allows us to identify conformational epitopes of pedv-pt strain and helps in understanding the antigenicity and pathogenesis of the g2b pedv.generation and purification of anti-pedv spike mabs. to map the epitopes of the new variants of pedv, the hybridomas originating from pedv-immunized mice were generated that secreted mabs into the culture supernatant. these mabs were collected from the supernatant and were used for immunocytochemical (icc) staining with the full-length pedv spike-expressing human embryonic kidney (hek) 293 cells. three mabs, p4b-1, e10e-1-10, and r7h-2, which had a binding titre greater than 1:160 for pedv spike-expressing hek293 cells, were selected and purified. one mab, unk-1, which had no binding affinity for the pedv spike-expressing hek293 cells, was also selected to be a negative control for the subsequent assays. after purification of the mabs along with the protein l, which targets the fc region of the mice-originated antibodies, the pure mabs of p4b-1, e10e-1-10, r7h-2, and unk-1 were obtained at 400 μg/ml, 250 μg/ml, 900 μg/ml, and 400 μg/ml, respectively.scientific reports | (2019) 9:2529 |    for 1 h. then, the mab-virus mixtures were transferred to the vero cell monolayer in 96-well tissue culture plates and washed twice with pi medium prior to inoculation. following incubation at 37 °c for 1 h, inocula were discarded and 100 μl fresh pi medium was added to each well. plates were incubated at 37 °c for 48 h and cytopathic effects (cpe) were monitored every 24 h. pedv spike-specific mab selection and epitope mapping by icc staining. to select pedv spike-specific mabs and for epitope mapping of these nmabs, icc staining of mabs to full-length pedv s and truncated s protein-expressing hek293 cells were performed. hek293 cells expressing truncated pedv spike proteins were seeded onto 96-well culture plates at 80% confluency and fixed using 80% acetone. after air-drying and washing thrice with 200 μl pbs/well, wells were incubated with 200 μl of each purified mab at 20 μg/ml for 1 h at room temperature. after incubation, wells were washed 3 times with pbs and neutralizing antibodies were detected using a polyclonal anti-rabbit/mouse immunoglobulin envision-dab + system (dako, ca, usa). after secondary antibody incubation and pbs wash, the signal was detected using 3,3′-diaminobenzidine (dab) (dako) according to the manufacturer's instructions. reactions were evaluated using an inverted light/fluorescence microscope.epitope mapping by indirect enzyme-linked immunosorbent assay (elisa). the procedure of the indirect elisa has been performed as described previously 33 with some modifications. purified s 1-435 , s 1-485 , s 1-501 , s 1-509 , s 1-575 , s 1-639 and the full-length spike proteins of pedv-pt were coated onto the nunc maxi-soap platee (thermo fisher scientific) at 0.034 mm dilution in coating buffer (kpl, seracare, ma, usa) at 4 °c for 16 h and were blocked by 300 μl blocking buffer (kpl, seracare) at rt for 1 h followed by washing six times with washing buffer (kpl, seracare). the purified nmabs, p4b-1, e10e-1-10, and the non-pedv recognizing mab, unk-1, were serially diluted from 2.5 μg/ml to 78.1 ng/ml and subsequently applied to the plates as primary antibodies. the anti-v5 tag antibody (invitrogen) was serially diluted from 40,000x to 640,000x and added to the plates as the positive control. following a 1-h incubation period and washing six times, the 1,000-fold diluted hrp-conjugated goat anti-mouse igg antibodies (kpl, seracare) added to the plate and incubated for 1 h. after scientific reports | (2019) 9:2529 |","Chia-Yu Chang, Ivan-Chen Cheng, Yen-Chen Chang, Pei-Shiue Tsai, Seiu-Yu Lai, Yu-Liang Huang, Chian-Ren Jeng, Victor Fei Pang, Hui-Wen Chang"
2305,ABSTRACTS C01 Pharmacodynamics of Entresto® (Sacubitril/Valsartan) Versus Placebo in Dogs with Preclinical Myxomatous Mitral Valve Disease C02 Trimethylamine-N-Oxide and its Precursors in Dogs with Degenerative Mitral Valve Disease Comparison Between the Effects of Torsemide and Furosemide on the Renin-Angiotensin-Aldosterone System of Normal Dogs C04 Transvenous Echocardiography in Conscious Sedated Horses C06 Complications and Outcomes of Multi-Institution Transvenous Pacemaker Implantation,"abstractangiotensin converting enzyme inhibitors (acei) are standard of care for treatment of congestive heart failure, but aldosterone breakthrough occurs when acei are used in both dogs and humans. entresto®, a combinational angiotensin-receptor blocker/neprilysin inhibitor, showed superiority in reducing mortality in human patients with heart failure compared to enalapril. pharmacodynamics of entresto® have been evaluated in healthy dogs, showing efficacy in altering the renin-angiotensin-aldosterone system (raas) without causing adverse effects. the aim of this prospective, blinded, randomized, placebo-controlled study was to compare the pharmacodynamic effects of entresto® to placebo in dogs with preclinical myxomatous mitral valve disease (mmvd) and to evaluate the safety profile of entresto® in dogs with cardiac disease. client-owned dogs weighing 4-15 kg with acvim stage b2 mmvd were enrolled. dogs with clinically significant pulmonary hypertension or systemic disease were excluded, as were dogs on any medication(s) known to alter the raas. all dogs received pimobendan throughout the study period. each patient was evaluated at three time points (day 0, day 7, and day 30). echocardiography, thoracic radiographs (cxr), doppler systemic arterial pressure (sap), complete blood count, serum biochemical profile, plasma n-terminal pro-brain natriuretic peptide (nt-probnp) concentration, and urinary aldosterone to creatinine ratio (ualdo:c) were evaluated on day 0. on day 0, each dog was randomly allocated to a treatment group (entresto®; 20 mg/kg bid) or a placebo group by the attending pharmacist. investigators, veterinary technicians, and owners were blinded to treatment. serum renal enzyme and electrolyte concentrations and sap were rechecked on day 7. echocardiography, cxr, sap, renal panel, plasma nt-probnp concentration, and ualdo:c were rechecked on day 30. thirteen dogs were recruited: entresto® (n = 7) and placebo (n = 6). the median percent increase in ualdo:c between day 0 and day 30 was significantly lower in the entresto® group (12%; p = 0.032) as compared to the placebo group (195%). the median percent decrease of nt-probnp concentration from day 0 to day 30 was not statistically different between groups (p = 0.68). no statistical differences were seen in echocardiographic, cxr, sap, or biochemical profiles measured at any time point between groups. no adverse events were noted by the owners for dogs in either group. this study suggests that entresto® efficiently inhibits raas in dogs with cardiomegaly secondary to mmvd in comparison to placebo. entresto® is safe in regards to sap and renal enzyme and electrolyte concentrations. no adverse effects were noted in any dog taking entresto®. future studies comparing entresto® to acei, evaluating the concomitant use of diuretics and entresto®, and evaluating longterm (> 30 days) effects of entresto® are warranted. trimethylamine n-oxide (tmao), the oxidized product of trimethylamine, is produced by gastrointestinal microbiota from certain dietary nutrients including choline and l-carnitine. elevated plasma concentrations of tmao, choline, and l-carnitine have been shown to be associated with the presence and severity of cardiovascular disease in people and are independent predictors of adverse cardiac events and mortality. this prospective study investigated whether there are differences in concentrations of circulating tmao, choline, or l-carnitine in dogs with degenerative mitral valve disease (dmvd) compared to healthy controls (controls).thirty client-owned dogs were recruited, including 10 dogs with chf secondary to dmvd, 10 dogs with asymptomatic dmvd, and 10 controls. echocardiography was performed, and fasting plasma concentrations of tmao, choline, and carnitine fractions were measured. data were compared among the three groups using anova or kruskal-wallis tests.trimethylamine n-oxide (p = 0.034), total l-carnitine (p = 0.034), carnitine esters, and carnitine esters to free carnitine ratio (e/f ratio) were significantly higher in dogs with chf compared to asymptomatic dmvd. trimethylamine n-oxide (p = 0.022), choline (p = 0.011), total l-carnitine (p = 0.011), carnitine esters, free carnitine, and e/f ratio were significantly higher in dogs with chf compared to controls. no differences were detected between asymptomatic dmvd dogs and controls.dogs with dmvd and chf had higher concentrations of tmao compared to both asymptomatic dmvd dogs and controls. prospective studies are warranted to determine if tmao concentrations can be altered with dietary or gut microflora modification, and whether altering tmao concentrations could impact disease progression.loop diuretics provide symptomatic relief for congestive heart failure, yet stimulate the renin-angiotensin-aldosterone system (raas). we hypothesized that the two potent loop diuretics, torsemide and furosemide, at approximately equipotent dosages (similar diuresis), would have comparable effects on the circulating raas.six, healthy, middle-aged, male beagles were randomized to receive torsemide (0.1mg/kg po q12h), furosemide (2.0mg/kg po q12h), or placebo for 10 days during 3 separate experiments, in a crossover design with a 10-day washout period between experiments. blood was collected on days 1, 5, and 9 and 24-hour urine collection ended on days 2, 6, and 10. after repeated measures analysis and bonferonni correction, variables with an adjusted p < 0.05 were investigated further, using tukey';s method.twenty-four hour urine production differed significantly between the diuretics only on day 10, with torsemide causing a 38% greater diuresis than furosemide. there was, however, no significant difference in average 3-day diuresis. there were no significant differences between diuretics in the 24-hour urinary excretion of na + , cl -, or k + , though furosemide caused less kaliuresis than torsemide. serum renin, angiotensin ii, and aldosterone and the urine aldosterone-to-creatinine ratio were significantly increased in the diuretic groups, as compared to placebo on days 5/6 and 9/10. there were no significant differences in these parameters between diuretics. creatinine and bun concentrations rose comparably in the 2 diuretic groups, remaining within reference intervals in all dogs.at approximately equipotent dosages (20:1), torsemide and furosemide produced comparable raas activation. this, and torsemide';s greater kaliuretic effect decrease support for torsemide';s hypothesized mineralocorticoid-receptor blocking capability.transvenous pacemaker implantation is the definitive treatment for pathologic bradyarrhythmias, though reported complication rates have historically been high. the purpose of this study was to determine survival times and complication rates for dogs who underwent transve-atenolol is a β 1 -receptor antagonist commonly prescribed in cats affected with hypertrophic obstructive cardiomyopathy. the traditional oral dose is 6.25 to 12.5 mg per cat q12-24h. the oral tablet is highly bioavailable (90 ± 9%) with peak atenolol concentration occurring 1-2 hours post administration in cats. however results from several studies indicate owner compliance may be poor with long-term oral treatment, and feline disposition can present specific challenges to owners with chronic oral medication administration. previous","Daniel K Newhard, Seungwoo Jung, Randolph Winter, Sue Duran, Emily T Karlin, John Rush, Lisa Freeman, Brianna M Potter, Marisa K Ames, Ann Hess, Bruno G Boutet, Sonya G Gordon, Cristobal Navas De Solis, Ashley B Saunders, Mauricio Lepiz, Sonya R Wesselowski, Christopher Whipp, Christopher Stauthammer, Lance Visser, Kelly Flynn, Heidi Kellihan, William Byun, Robert Sanders, Aaron Rendahl, Nicole L Leblanc, Sumeia Mohamed, Katherine F Scollan, J Mark Christensen"
10953,Current Research on Non-Coding Ribonucleic Acid (RNA),"abstractnon-coding ribonucleic acid (rna) has without a doubt captured the interest of biomedical researchers. the ability to screen the entire human genome with high-throughput sequencing technology has greatly enhanced the identification, annotation and prediction of the functionality of non-coding rnas. in this review, we discuss the current landscape of non-coding rna research and quantitative analysis. non-coding rna will be categorized into two major groups by size: long non-coding rnas and small rnas. in long non-coding rna, we discuss regular long non-coding rna, pseudogenes and circular rna. in small rna, we discuss mirna, transfer rna, piwi-interacting rna, small nucleolar rna, small nuclear rna, y rna, single recognition particle rna, and 7sk rna. we elaborate on the origin, detection method, and potential association with disease, putative functional mechanisms, and public resources for these non-coding rnas. we aim to provide readers with a complete overview of non-coding rnas and incite additional interest in non-coding rna research.","Jing Wang, David C Samuels, Shilin Zhao, Yu Xiang, Ying-Yong Zhao, Yan Guo"
8529,Hydrogen sulfide ameliorates chronic renal failure in rats by inhibiting apoptosis and inflammation through ROS/MAPK and NF-κB signaling pathways OPEN,"abstractchronic renal failure (crf) is a major public health problem worldwide. hydrogen sulfide (h 2 s) plays important roles in renal physiological and pathophysiological processes. however, whether h 2 s could protect against crf in rats remains unclear. in this study, we found that h 2 s alleviated gentamicininduced nephrotoxicity by reducing reactive oxygen species (ros)-mediated apoptosis in normal rat kidney-52e cells. we demonstrated that h 2 s significantly improved the kidney structure and function of crf rats. we found that h 2 s decreased the protein levels of bax, caspase-3, and cleaved-caspase-3, but increased the expression of bcl-2. treatment with h 2 s reduced the levels of malondialdehyde and ros and increased the activities of superoxide dismutase and glutathione peroxidase. h 2 s significantly abolished the phosphorylation of extracellular signal-regulated protein kinase 1/2, c-jun n-terminal kinase, and p38 in the kidney of crf rats. furthermore, h 2 s decreased the expression levels of tumor necrosis factor-α, interleukin (il)-6, il-10, and monocyte chemoattractant protein-1, as well as the protein levels of p50, p65, and p-p65 in the kidney of crf rats. in conclusion, h 2 s could ameliorate adenine-induced crf in rats by inhibiting apoptosis and inflammation through ros/mitogen-activated protein kinase and nuclear factor-kappa b signaling pathways.as the incidence of chronic renal failure (crf) increases at an alarming rate, crf has been considered a major public health problem worldwide 1 . crf is a syndrome characterized by progressive and irreversible deterioration of renal function 2 . in humans, crf is mainly caused by hypertension, glomerulonephritis, and diabetes mellitus 3, 4 . this condition is made worse by a deterioration in nutrition level caused by accumulation of uremic toxins and reduced food intake, which could be attributed to many factors, such as gastrointestinal congestion, loss of appetite, and reduced glomerular filtration rate 4-6 . compared to patients with other chronic diseases, patients with crf tend to require longer and more frequent hospitalizations which are associated with higher morbidity and mortality 7 . therefore, it is urgent to develop alternative medicines and novel therapies for the treatment of crf.hydrogen sulfide (h 2 s) has recently been identified as the third endogenous gaseous transmitter that is enzymatically synthesized by cystathionine γ-lyase (cse), cystathionine β-synthase (cbs), and 3-mercaptopyruvate sulfurtransferase (3-mst) in mammalian tissues 8, 9 . these enzymes have been identified in the kidney and are responsible for endogenous renal h 2 s production 10-12 . an increasing number of studies indicate that h 2 s plays an important role in renal physiology and pathology 11, 13, 14 . the physiological level of h 2 s leads to vasodilation and increases glomerular filtration rate and renal blood flow, which causes an indirect increase of the urinary excretion of k + and na + 13 . under pathological conditions, h 2 s exerts the protective role in a number of experimental models of renal disease, including obstructive nephropathy 11 , renal ischemia-reperfusion injury 15 , and published: xx xx xxxx open  2 scientific reports | 7: 455 | diabetic nephropathy 16 . recent studies demonstrated that h 2 s is significantly lower in plasma and tissues of uremic patients and 5/6 nephrectomy rats    . considering the beneficial effects of h 2 s in renal physiology and pathology, we hypothesize that the application of exogenous h 2 s may effectively protect against crf.gentamicin (gen), an aminoglycoside antibiotic, plays an important role in the treatment of a wide range of gram-negative bacterial infections. however, nephrotoxicity is considered as its major side effect, which seriously limits its clinical use 20, 21 . gen has been widely used in in vitro models through inducing nephrotoxicity, such as normal rat kidney (nrk)-52e cells    . in this study, we investigated the effects of h 2 s on the nephrotoxicity induced by gen in nrk-52e cells. the adenine-induced crf model in rats is a standard method for inducing metabolic abnormalities closely resembling those observed in uremic patients 23, 24 . therefore, a rat model of adenine-induced crf was used in the present study. we also investigated the effects and mechanisms of h 2 s on adenine-induced crf in rats.cell culture. nrk-52e cells were obtained from icell bioscience inc. (shanghai, china) and maintained in dulbecco's modified eagle's medium (dmem)/f12 medium supplemented with 10% fetal calf serum, 100 µg/ml streptomycin, and 100 u/ml penicillin. cells were cultured in a humidified incubator with 5% co 2 and 95% air at 37 °c. confluent nrk-52e cells were transferred to serum-free dmem/f12 medium for overnight starvation before each experiment. nrk-52e cells were incubated with 3 mm gen for 24 h to induce nephrotoxicity 25 . the cells were divided into three groups: control group, gen group, and gen+h 2 s group. the control and gen groups were treated with phosphate-buffered saline (pbs) and the gen+h 2 s group was treated with 100 µm nahs (an h 2 s donor, dissolved in pbs). treatments with pbs and nahs were concomitant to gen-induced nephrotoxicity for 24 h.for 5-ethynyl-2′-deoxyuridine (edu) incorporation assay, the proliferating cells were examined using the cell-light edu apollo 567 in vitro imaging kit (ribobio, guangzhou, guangdong, china). briefly, after incubation with 10 mm edu for 2 h, nrk-52e cells were fixed with 4% paraformaldehyde, permeabilized with 0.3% triton x-100 and stained with the fluorescent dyes. 4′,6-diamidino-2-phenylindole (dapi) (5 mg/ml) was used to stain the cell nuclei for 10 min at room temperature. then the cells were visualized under a fluorescent microscope (eclipse ti, nikon, melville, ny, usa) from five random fields. cell proliferation rate = (edu-positive cells)/(total number of cells) × 100%. cell growth was also measured using the celltiter 96 aq ueous one solution cell proliferation assay kit (mts; promega, madison, wi, usa) according to the manufacturer's protocols.ured by using a 2′,7′-dichlorofluorescin diacetate (dcf-da)-cellular reactive oxygen species detection assay kit (beyotime institute of biotechnology, shanghai, china). cells were incubated with 10 μm dcf-da for 30 min at 37 °c and washed three times with pbs. the fluorescence was observed by a fluorescent microscope (eclipse ti, nikon, melville, ny, usa) from five random fields and measured by imagej software (national institutes of health, bethesda, md, usa). cellular apoptosis analysis. cellular apoptosis was analyzed by performing a terminal deoxynucleotidyl transferase-mediated dutp nick end labeling (tunel) assay using an in situ cell death detection kit (beyotime institute of biotechnology, shanghai, china) following the manufacturer's instructions. after 4% paraformaldehyde fixation and 0.1% triton x-100 permeabilization, cells were incubated with 50 μl tunel reaction mixture for 60 min at 37 °c in the dark and then rinsed with pbs three times. then after a 10 min dapi (5 mg/ml) counterstain at room temperature, cells were photographed with a fluorescent microscope (eclipse ti, nikon, melville, ny, usa) from five random fields. the apoptotic index = (positively stained apoptotic cells)/(total number of cells) × 100%.","Dongdong Wu, Ning Luo, Lianqu Wang, Zhijun Zhao, Hongmin Bu, Guoliang Xu, Yongjun Yan, Xinping Che, Zhiling Jiao, Tengfu Zhao, Jingtao Chen, Ailing Ji, Yanzhang Li, Garrick D Lee"
